nb;dept;COMMUNE;Commune;CP;Code_insee;longitude;latitude
33374;82;GIMAT;Gimat;82500;82068;0.933333;43.85
33375;82;CAYRAC;Cayrac;82440;82039;1.46667;44.1
33376;82;MONTJOI;Montjoi;82400;82130;0.92;44.1967
33377;82;SAINT-PROJET;Saint-Projet;82160;82172;1.79167;44.3083
33378;82;GOLFECH;Golfech;82400;82072;0.866667;44.1167
33379;82;SAINT-PAUL-D'ESPIS;Saint-Paul-d'Espis;82400;82170;0.983333;44.1333
33380;82;MONTRICOUX;Montricoux;82800;82132;1.61667;44.0833
33381;82;ALBEFEUILLE-LAGARDE;Albefeuille-Lagarde;82290;82001;1.28333;44.05
33382;82;PUYCORNET;Puycornet;82220;82144;1.33333;44.1667
33383;82;MIRABEL;Mirabel;82440;82110;1.43333;44.15
33384;82;GENEBRIERES;Génébrières;82230;82066;1.5;44
33385;82;SAINT-CIRICE;Saint-Cirice;82340;82158;0.85;44.05
33386;82;SAINT-ETIENNE-DE-TULMONT;Saint-Étienne-de-Tulmont;82410;82161;1.46667;44.05
33387;82;SAINT-SARDOS;Saint-Sardos;82600;82173;1.13333;43.9
33388;82;MONTBETON;Montbeton;82290;82124;1.3;44.0167
33389;82;MAUMUSSON;Maumusson;82120;82107;0.9;43.9167
33390;82;CASTELSARRASIN;Castelsarrasin;82100;82033;1.1;44.0333
33391;82;MARIGNAC;Marignac;82500;82103;0.911667;43.8439
33392;82;ESCAZEAUX;Escazeaux;82500;82053;1.03333;43.8333
33393;82;AUTY;Auty;82220;82007;1.46667;44.2
33394;82;SAINT-NAUPHARY;Saint-Nauphary;82370;82167;1.43333;43.9833
33395;82;AUTERIVE;Auterive;82500;82006;0.966667;43.8583
33396;82;FAJOLLES;Fajolles;82210;82058;1.01667;43.9667
33397;82;SAINT-CIRQ;Saint-Cirq;82300;82159;1.60583;44.1462
33398;82;BRESSOLS;Bressols;82710;82025;1.33333;43.9667
33399;82;CAUMONT;Caumont;82210;82035;1;44.0167
33400;82;COUTURES;Coutures;82210;82046;0.95;43.95
33401;82;LAFITTE;Lafitte;82100;82086;1.13333;43.9667
33402;82;SAINT-GEORGES;Saint-Georges;82240;82162;1.64167;44.225
33403;82;DURFORT-LACAPELETTE;Durfort-Lacapelette;82390;82051;1.155;44.1864
33404;82;SAINT-AMANS-DU-PECH;Saint-Amans-du-Pech;82150;82153;0.883333;44.3167
33405;82;MANSONVILLE;Mansonville;82120;82102;0.85;44.0167
33406;82;REYNIES;Reyniès;82370;82150;1.4;43.9167
33407;82;CANALS;Canals;82170;82028;1.28333;43.85
33408;82;LABARTHE;Labarthe;82220;82077;1.3175;44.2084
33409;82;VALENCE;Valence;82400;82186;0.916667;44.1
33410;82;NOHIC;Nohic;82370;82135;1.43333;43.8833
33411;82;BRUNIQUEL;Bruniquel;82800;82026;1.66667;44.05
33412;82;MAUBEC;Maubec;82500;82106;0.916667;43.8
33413;82;SAINT-AIGNAN;Saint-Aignan;82100;82152;1.08333;44.0167
33414;82;DONZAC;Donzac;82340;82049;0.833333;44.1167
33415;82;CUMONT;Cumont;82500;82047;0.9;43.8667
33416;82;BARDIGUES;Bardigues;82340;82010;0.9;44.0333
33417;82;MAS-GRENIER;Mas-Grenier;82600;82105;1.2;43.9
33418;82;VARENNES;Varennes;82370;82188;1.49778;43.9014
33419;82;SAINT-ANTONIN-NOBLE-VAL;Saint-Antonin-Noble-Val;82140;82155;1.755;44.152
33420;82;CASTELSAGRAT;Castelsagrat;82400;82032;0.95;44.1833
33421;82;MERLES;Merles;82210;82109;0.966667;44.0667
33422;82;LAFRANCAISE;Lafrançaise;82130;82087;1.25;44.1333
33423;82;LABASTIDE-SAINT-PIERRE;Labastide-Saint-Pierre;82370;82079;1.36667;43.9167
33424;82;BALIGNAC;Balignac;82120;82009;0.883333;43.95
33425;82;SAINT-VINCENT-LESPINASSE;Saint-Vincent-Lespinasse;82400;82175;0.953333;44.1181
33426;82;MONTALZAT;Montalzat;82270;82119;1.5;44.2167
33427;82;LABASTIDE-DE-PENNE;Labastide-de-Penne;82240;82078;1.6;44.2833
33428;82;LABOURGADE;Labourgade;82100;82081;1.11667;43.95
33429;82;MONTBARLA;Montbarla;82110;82122;1.08333;44.2167
33430;82;BARRY-D'ISLEMADE;Barry-d'Islemade;82290;82011;1.26667;44.0667
33431;82;LOZE;Loze;82160;82100;1.8;44.2833
33432;82;LAMOTHE-CAPDEVILLE;Lamothe-Capdeville;82130;82090;1.36667;44.0833
33433;82;BIOULE;Bioule;82800;82018;1.55;44.0833
33434;82;GRISOLLES;Grisolles;82170;82075;1.28333;43.8333
33435;82;SAINT-LOUP;Saint-Loup;82340;82165;0.866667;44.0833
33436;82;SAINT-BEAUZEIL;Saint-Beauzeil;82150;82157;0.916667;44.35
33437;82;LAGUEPIE;Laguépie;82250;82088;1.97055;44.1453
33438;82;LACHAPELLE;Chapelle;82120;82083;0.85;43.9833
33439;82;GOUDOURVILLE;Goudourville;82400;82073;0.916667;44.1167
33440;82;LACOURT-SAINT-PIERRE;Lacourt-Saint-Pierre;82290;82085;1.25;43.9833
33441;82;MOISSAC;Moissac;82200;82112;1.08333;44.1
33442;82;ANGEVILLE;Angeville;82210;82003;1.03333;44
33443;82;MALAUSE;Malause;82200;82101;0.983333;44.1
33444;82;VAZERAC;Vazerac;82220;82189;1.3;44.1833
33445;82;MONTAIGU-DE-QUERCY;Montaigu-de-Quercy;82150;82117;1.01667;44.3333
33446;82;SAINT-PORQUIER;Saint-Porquier;82700;82171;1.18333;44
33447;82;PUYGAILLARD-DE-QUERCY;Puygaillard-de-Quercy;82800;82145;1.63333;44.0167
33448;82;ESPALAIS;Espalais;82400;82054;0.9;44.0667
33449;82;COMBEROUGER;Comberouger;82600;82043;1.11667;43.8667
33450;82;PIQUECOS;Piquecos;82130;82140;1.31667;44.1
33451;82;POUPAS;Poupas;82120;82143;0.85;43.9667
33452;82;PERVILLE;Perville;82400;82138;0.883333;44.1833
33453;82;MONTFERMIER;Montfermier;82270;82128;1.4;44.2167
33454;82;SERIGNAC;Sérignac;82500;82180;1.03333;43.9167
33455;82;ESPINAS;Espinas;82160;82056;1.83333;44.2
33456;82;CAMPSAS;Campsas;82370;82027;1.31667;43.9
33457;82;ORGUEIL;Orgueil;82370;82136;1.41667;43.9
33458;82;MARSAC;Marsac;82120;82104;0.825;43.9417
33459;82;FINHAN;Finhan;82700;82062;1.23333;43.9167
33460;82;LA VILLE-DIEU-DU-TEMPLE;La Ville-Dieu-du-Temple;82290;82096;1.21695;44.0348
33461;82;CORBARIEU;Corbarieu;82370;82044;1.36667;43.95
33462;82;LAMOTHE-CUMONT;Lamothe-Cumont;82500;82091;0.9;43.8667
33463;82;LAVIT;Lavit;82120;82097;0.916667;43.9667
33464;82;ROQUECOR;Roquecor;82150;82151;0.95;44.3167
33465;82;LE CAUSE;Le Causé;82500;82036;0.966667;43.8
33466;82;SAINT-NAZAIRE-DE-VALENTANE;Saint-Nazaire-de-Valentane;82190;82168;1.01667;44.2333
33467;82;POMPIGNAN;Pompignan;82170;82142;1.3;43.8167
33468;82;BRASSAC;Brassac;82190;82024;0.975;44.2167
33469;82;SAINT-ARROUMEX;Saint-Arroumex;82210;82156;1;44
33470;82;LIZAC;Lizac;82200;82099;1.2;44.1
33471;82;CAZALS;Cazals;82140;82041;1.71583;44.1217
33472;82;LAVAURETTE;Lavaurette;82240;82095;1.66667;44.2167
33473;82;GOAS;Goas;82500;82071;0.95;43.8167
33474;82;POMMEVIC;Pommevic;82400;82141;0.933333;44.1
33475;82;LA SALVETAT-BELMONTET;La Salvetat-Belmontet;82230;82176;1.53333;43.9667
33476;82;ESCATALENS;Escatalens;82700;82052;1.18333;43.9833
33477;82;GASQUES;Gasques;82400;82065;0.918333;44.1542
33478;82;CASTERA-BOUZET;Castéra-Bouzet;82120;82034;0.916667;44
33479;82;ESPARSAC;Esparsac;82500;82055;0.933333;43.9
33480;82;L'HONOR-DE-COS;L'Honor-de-Cos;82130;82076;1.34889;44.1223
33481;82;SAVENES;Savenès;82600;82178;1.21667;43.8333
33482;82;VAISSAC;Vaïssac;82800;82184;1.56667;44.0333
33483;82;MONTGAILLARD;Montgaillard;82120;82129;0.875;43.9333
33484;82;CAUSSADE;Caussade;82300;82037;1.53333;44.1667
33485;82;SAINT-CLAIR;Saint-Clair;82400;82160;0.95;44.1667
33486;82;LABASTIDE-DU-TEMPLE;Labastide-du-Temple;82100;82080;1.195;44.0848
33487;82;FAUDOAS;Faudoas;82500;82059;0.95;43.8333
33488;82;BOURRET;Bourret;82700;82023;1.16667;43.95
33489;82;VERFEIL;Verfeil;82330;82191;1.88333;44.1833
33490;82;GRAMONT;Gramont;82120;82074;0.766667;43.9333
33491;82;ALBIAS;Albias;82350;82002;1.45;44.0833
33492;82;VIGUERON;Vigueron;82500;82193;1.06667;43.8833
33493;82;MONTASTRUC;Montastruc;82130;82120;1.29167;44.1
33494;82;BELBESE;Belbèse;82500;82015;1.06667;43.9
33495;82;TOUFFAILLES;Touffailles;82190;82182;1.05;44.2667
33496;82;FENEYROLS;Féneyrols;82140;82061;1.81667;44.1333
33497;82;MONTAIN;Montain;82100;82118;1.11667;43.95
33498;82;SEPTFONDS;Septfonds;82240;82179;1.61667;44.1833
33499;82;MONCLAR-DE-QUERCY;Monclar-de-Quercy;82230;82115;1.58333;43.9667
33500;82;SAINT-AMANS-DE-PELLAGAL;Saint-Amans-de-Pellagal;82110;82154;1.11667;44.2333
33501;82;VERDUN-SUR-GARONNE;Verdun-sur-Garonne;82600;82190;1.23333;43.8667
33502;82;FABAS;Fabas;82170;82057;1.33333;43.85
33503;82;BESSENS;Bessens;82170;82017;1.26667;43.8833
33504;82;MONTECH;Montech;82700;82125;1.23333;43.95
33505;82;BOUILLAC;Bouillac;82600;82020;1.13333;43.8333
33506;82;CAZES-MONDENARD;Cazes-Mondenard;82110;82042;1.21667;44.2333
33507;82;GARIES;Gariès;82500;82064;1.03333;43.7833
33508;82;SAINTE-JULIETTE;Sainte-Juliette;82110;82164;1.18333;44.2833
33509;82;MOLIERES;Molières;82220;82113;1.36667;44.1833
33510;82;DUNES;Dunes;82340;82050;0.783333;44.0833
33511;82;GENSAC;Gensac;82120;82067;0.983333;43.95
33512;82;LES BARTHES;Barthes;82100;82012;1.16667;44.1
33513;82;AUVILLAR;Auvillar;82340;82008;0.9;44.0667
33514;82;CAYRIECH;Cayriech;82240;82040;1.61667;44.2167
33515;82;LACOUR;Lacour;82190;82084;0.95;44.3
33516;82;LEOJAC;Léojac;82230;82098;1.45;44.0167
33517;82;VAREN;Varen;82330;82187;1.88333;44.15
33518;82;LACAPELLE-LIVRON;Lacapelle-Livron;82160;82082;1.78333;44.2667
33519;82;VILLEMADE;Villemade;82130;82195;1.26667;44.0667
33520;82;PUYLAGARDE;Puylagarde;82160;82147;1.85;44.3
33521;82;PUYLAROQUE;Puylaroque;82240;82148;1.6;44.25
33522;82;SAUVETERRE;Sauveterre;82110;82177;1.23333;44.2667
33523;82;MONTPEZAT-DE-QUERCY;Montpezat-de-Quercy;82270;82131;1.46667;44.2333
33524;82;CORDES-TOLOSANNES;Cordes-Tolosannes;82700;82045;1.16667;43.9833
33525;82;LAPENCHE;Lapenche;82240;82092;1.58333;44.2333
33526;82;BEAUMONT-DE-LOMAGNE;Beaumont-de-Lomagne;82500;82013;0.983333;43.8833
33527;82;CASTELMAYRAN;Castelmayran;82210;82031;1.05;44.0333
33528;82;PUYGAILLARD-DE-LOMAGNE;Puygaillard-de-Lomagne;82120;82146;0.896944;43.9681
33529;82;SAINT-JEAN-DU-BOUZET;Saint-Jean-du-Bouzet;82120;82163;0.883333;43.9833
33530;82;VERLHAC-TESCOU;Verlhac-Tescou;82230;82192;1.55;43.9333
33531;82;PARISOT;Parisot;82160;82137;1.85;44.2667
33532;82;BOULOC;Bouloc;82110;82021;1.13333;44.3
33533;82;TREJOULS;Tréjouls;82110;82183;1.25;44.2667
33534;82;CAYLUS;Caylus;82160;82038;1.78333;44.2333
33535;82;SAINT-NICOLAS-DE-LA-GRAVE;Saint-Nicolas-de-la-Grave;82210;82169;1.03333;44.0667
33536;82;MONTESQUIEU;Montesquieu;82200;82127;1.06667;44.2
33537;82;VILLEBRUMIER;Villebrumier;82370;82194;1.45;43.9
33538;82;BEAUPUY;Beaupuy;82600;82014;1.13333;43.8167
33539;82;SISTELS;Sistels;82340;82181;0.783333;44.0667
33540;82;REALVILLE;Réalville;82440;82149;1.46667;44.1167
33541;82;GINALS;Ginals;82330;82069;1.86667;44.2
33542;82;DIEUPENTALE;Dieupentale;82170;82048;1.26667;43.8667
33543;82;BOURG-DE-VISA;Bourg-de-Visa;82190;82022;0.966667;44.25
33544;82;MONTBARTIER;Montbartier;82700;82123;1.26667;43.9
33545;82;ASQUES;Asques;82120;82004;0.916667;44
33546;82;BELVEZE;Belvèze;82150;82016;1.1;44.3333
33547;82;GARGANVILLAR;Garganvillar;82100;82063;1.08333;43.9833
33548;82;NEGREPELISSE;Nègrepelisse;82800;82134;1.51667;44.0667
33549;82;LAMAGISTERE;Lamagistère;82360;82089;0.833333;44.1167
33550;82;GLATENS;Glatens;82500;82070;0.916667;43.8833
33551;82;MONBEQUI;Monbéqui;82170;82114;1.25;43.8833
33552;82;VALEILLES;Valeilles;82150;82185;0.916667;44.3667
33553;82;AUCAMVILLE;Aucamville;82600;82005;1.21667;43.8
33554;82;MIRAMONT-DE-QUERCY;Miramont-de-Quercy;82190;82111;1.06583;44.2303
33555;82;MOUILLAC;Mouillac;82160;82133;1.66667;44.2667
33556;82;LAUZERTE;Lauzerte;82110;82094;1.13333;44.25
33557;82;MONTAUBAN;Montauban;82000;82121;1.35;44.0167
33558;82;CASTELFERRUS;Castelferrus;82100;82030;1.0875;44.0095
33559;82;CASTANET;Castanet;82160;82029;1.95;44.2667
33560;82;FAUROUX;Fauroux;82190;82060;1;44.25
33561;82;BOUDOU;Boudou;82200;82019;1.01667;44.1
33562;82;MONTEILS;Monteils;82300;82126;1.56556;44.1734
33563;82;LE PIN;Le Pin;82340;82139;0.966667;44.05
33564;82;LARRAZET;Larrazet;82500;82093;1.08333;43.9333
33565;83;SEILLONS-SOURCE-D'ARGENS;Seillons-Source-d'Argens;83470;83125;5.88362;43.4964
33566;83;NEOULES;Néoules;83136;83088;6.01667;43.3
33567;83;SOLLIES-TOUCAS;Solliès-Toucas;83210;83131;6.01667;43.2
33568;83;COGOLIN;Cogolin;83310;83042;6.53333;43.25
33569;83;VILLECROZE;Villecroze;83690;83149;6.26667;43.5833
33570;83;LE CANNET-DES-MAURES;Le Cannet-des-Maures;83340;83031;6.35;43.4
33571;83;CLAVIERS;Claviers;83830;83041;6.56667;43.6
33572;83;LA LONDE-LES-MAURES;La Londe-les-Maures;83250;83071;6.23333;43.1333
33573;83;PONTEVES;Pontevès;83670;83095;6.05;43.5667
33574;83;BRUE-AURIAC;Brue-Auriac;83119;83025;5.95;43.5333
33575;83;REGUSSE;Régusse;83630;83102;6.13333;43.65
33576;83;PLAN-D'AUPS-SAINTE-BAUME;Plan-d'Aups-Sainte-Baume;83640;83093;5.7175;43.33
33577;83;FIGANIERES;Figanières;83830;83056;6.5;43.5667
33578;83;SAINTE-MAXIME;Sainte-Maxime;83120;83115;6.63333;43.3
33579;83;SOLLIES-PONT;Solliès-Pont;83210;83130;6.05;43.1833
33580;83;RIANS;Rians;83560;83104;5.75;43.6167
33581;83;SAINT-CYR-SUR-MER;Saint-Cyr-sur-Mer;83270;83112;5.71667;43.1833
33582;83;MAZAUGUES;Mazaugues;83136;83076;5.91667;43.3333
33583;83;CABASSE;Cabasse;83340;83026;6.23333;43.4167
33584;83;NANS-LES-PINS;Nans-les-Pins;83860;83087;5.78333;43.3667
33585;83;CAVALAIRE-SUR-MER;Cavalaire-sur-Mer;83240;83036;6.53333;43.1667
33586;83;FLASSANS-SUR-ISSOLE;Flassans-sur-Issole;83340;83057;6.21667;43.3667
33587;83;RAMATUELLE;Ramatuelle;83350;83101;6.61667;43.2167
33588;83;LE THORONET;Le Thoronet;83340;83136;6.3;43.45
33589;83;SAINT-ZACHARIE;Saint-Zacharie;83640;83120;5.71667;43.3833
33590;83;LE BOURGUET;Le Bourguet;83840;83020;6.51667;43.7833
33591;83;LA GARDE;La Garde;83130;83062;6.01056;43.1248
33592;83;PUGET-SUR-ARGENS;Puget-sur-Argens;83480;83099;6.68333;43.45
33593;83;SANARY-SUR-MER;Sanary-sur-Mer;83110;83123;5.8;43.1167
33594;83;BRAS;Bras;83149;83021;5.95;43.4667
33595;83;HYERES;Hyères;83400;83069;6.11667;43.1167
33596;83;LA VALETTE-DU-VAR;La Valette-du-Var;83160;83144;5.98333;43.1333
33597;83;MEOUNES-LES-MONTRIEUX;Méounes-lès-Montrieux;83136;83077;5.96667;43.2833
33598;83;OLLIOULES;Ollioules;83190;83090;5.85;43.1333
33599;83;SILLANS-LA-CASCADE;Sillans-la-Cascade;83690;83128;6.18333;43.5667
33600;83;SAINT-MAXIMIN-LA-SAINTE-BAUME;Saint-Maximin-la-Sainte-Baume;83470;83116;5.86667;43.45
33601;83;SAINT-ANTONIN-DU-VAR;Saint-Antonin-du-Var;83510;83154;6.28695;43.5067
33602;83;CALLIAN;Callian;83440;83029;6.75;43.6333
33603;83;SOLLIES-VILLE;Solliès-Ville;83210;83132;6.03333;43.1833
33604;83;RAYOL-CANADEL-SUR-MER;Rayol-Canadel-sur-Mer;83820;83152;6.46167;43.1587
33605;83;LA CELLE;La Celle;83170;83037;6.03333;43.4
33606;83;LE PLAN-DE-LA-TOUR;Le Plan-de-la-Tour;83120;83094;6.55;43.3333
33607;83;VINS-SUR-CARAMY;Vins-sur-Caramy;83170;83151;6.15;43.4333
33608;83;FLAYOSC;Flayosc;83780;83058;6.4;43.5333
33609;83;BAUDUEN;Bauduen;83630;83015;6.18333;43.7333
33610;83;CAMPS-LA-SOURCE;Camps-la-Source;83170;83030;6.08333;43.3833
33611;83;BARGEMON;Bargemon;83830;83011;6.53333;43.6167
33612;83;TANNERON;Tanneron;83440;83133;6.88333;43.5833
33613;83;FOX-AMPHOUX;Fox-Amphoux;83670;83060;6.1;43.5833
33614;83;AUPS;Aups;83630;83007;6.23333;43.6167
33615;83;TARADEAU;Taradeau;83460;83134;6.43333;43.45
33616;83;SAINT-JULIEN;Saint-Julien;83560;83113;5.90695;43.6912
33617;83;LA MARTRE;La Martre;83840;83074;6.6;43.7667
33618;83;LORGUES;Lorgues;83510;83072;6.36667;43.4833
33619;83;LES ARCS;Arcs;83460;83004;6.48333;43.45
33620;83;ROQUEBRUNE-SUR-ARGENS;Roquebrune-sur-Argens;83520;83107;6.63333;43.4333
33621;83;ENTRECASTEAUX;Entrecasteaux;83570;83051;6.23333;43.5167
33622;83;CALLAS;Callas;83830;83028;6.53333;43.5833
33623;83;OLLIERES;Ollières;83470;83089;5.83333;43.4833
33624;83;ROUGIERS;Rougiers;83170;83110;5.85;43.3833
33625;83;POURCIEUX;Pourcieux;83470;83096;5.78333;43.4667
33626;83;EVENOS;Évenos;83330;83053;5.85;43.1667
33627;83;CARNOULES;Carnoules;83660;83033;6.18333;43.3
33628;83;LE PRADET;Le Pradet;83220;83098;6.01667;43.1
33629;83;BARGEME;Bargème;83840;83010;6.56667;43.7333
33630;83;BORMES-LES-MIMOSAS;Bormes-les-Mimosas;83230;83019;6.33333;43.15
33631;83;SEILLANS;Seillans;83440;83124;6.63333;43.6333
33632;83;POURRIERES;Pourrières;83910;83097;5.73333;43.5
33633;83;PIGNANS;Pignans;83790;83092;6.21667;43.3
33634;83;CARQUEIRANNE;Carqueiranne;83320;83034;6.08333;43.0833
33635;83;TAVERNES;Tavernes;83670;83135;6.01667;43.6
33636;83;LES ADRETS-DE-L'ESTEREL;Adrets-de-l'Estérel;83600;83001;6.81417;43.5256
33637;83;FAYENCE;Fayence;83440;83055;6.68333;43.6167
33638;83;SIX-FOURS-LES-PLAGES;Six-Fours-les-Plages;83140;83129;5.83945;43.0934
33639;83;CHATEAUVIEUX;Châteauvieux;83840;83040;6.575;43.775
33640;83;CARCES;Carcès;83570;83032;6.18333;43.4667
33641;83;VIDAUBAN;Vidauban;83550;83148;6.43333;43.4167
33642;83;GAREOULT;Garéoult;83136;83064;6.05;43.3333
33643;83;VARAGES;Varages;83670;83145;5.96667;43.6
33644;83;DRAGUIGNAN;Draguignan;83300;83050;6.46667;43.5333
33645;83;SAINT-MARTIN;Saint-Martin;83560;83114;5.88478;43.5892
33646;83;ESPARRON;Esparron;83560;83052;5.85;43.5917
33647;83;BARJOLS;Barjols;83670;83012;6;43.55
33648;83;MONTAUROUX;Montauroux;83440;83081;6.76667;43.6167
33649;83;SAINT-PAUL-EN-FORET;Saint-Paul-en-Forêt;83440;83117;6.68333;43.5667
33650;83;MOISSAC-BELLEVUE;Moissac-Bellevue;83630;83078;6.16667;43.65
33651;83;LE VAL;Le Val;83143;83143;6.08333;43.4333
33652;83;TRANS-EN-PROVENCE;Trans-en-Provence;83720;83141;6.48333;43.5
33653;83;LE MUY;Le Muy;83490;83086;6.55;43.4667
33654;83;FREJUS;Fréjus;83600-83370;83061;6.73611;43.4339
33655;83;CORRENS;Correns;83570;83045;6.08333;43.4833
33656;83;SIGNES;Signes;83870;83127;5.86667;43.3
33657;83;LA ROQUEBRUSSANNE;La Roquebrussanne;83136;83108;5.98333;43.3333
33658;83;RIBOUX;Riboux;13780;83105;5.75;43.3
33659;83;CHATEAUVERT;Châteauvert;83670;83039;6.01667;43.5
33660;83;MONTMEYAN;Montmeyan;83670;83084;6.06667;43.65
33661;83;MONTFERRAT;Montferrat;83131;83082;6.48333;43.6167
33662;83;VERIGNON;Vérignon;83630;83147;6.26667;43.65
33663;83;CUERS;Cuers;83390;83049;6.06667;43.2333
33664;83;GRIMAUD;Grimaud;83310;83068;6.51667;43.2667
33665;83;BESSE-SUR-ISSOLE;Besse-sur-Issole;83890;83018;6.16667;43.35
33666;83;MONS;Mons;83440;83080;6.71667;43.6833
33667;83;COMPS-SUR-ARTUBY;Comps-sur-Artuby;83840;83044;6.5;43.7167
33668;83;LA CRAU;La Crau;83260;83047;6.06667;43.15
33669;83;TOURRETTES;Tourrettes;83440;83138;6.70223;43.6234
33670;83;LE LAVANDOU;Le Lavandou;83980;83070;6.36667;43.1333
33671;83;SALERNES;Salernes;83690;83121;6.23333;43.55
33672;83;LES SALLES-SUR-VERDON;Salles-sur-Verdon;83630;83122;6.2;43.7667
33673;83;GASSIN;Gassin;83580;83065;6.58333;43.2167
33674;83;BAUDINARD-SUR-VERDON;Baudinard-sur-Verdon;83630;83014;6.13445;43.7164
33675;83;FORCALQUEIRET;Forcalqueiret;83136;83059;6.08333;43.3333
33676;83;LA MOTTE;La Motte;83920;83085;6.51667;43.4833
33677;83;TOULON;Toulon;83000-83100-83200;83137;5.93333;43.1167
33678;83;LA MOLE;La Môle;83310;83079;6.46667;43.2
33679;83;PUGET-VILLE;Puget-Ville;83390;83100;6.13333;43.2833
33680;83;LE BEAUSSET;Le Beausset;83330;83016;5.8;43.2
33681;83;LA VERDIERE;La Verdière;83560;83146;5.93333;43.6333
33682;83;LA CADIERE-D'AZUR;La Cadière-d'Azur;83740;83027;5.76667;43.2
33683;83;BELGENTIER;Belgentier;83210;83017;6;43.25
33684;83;CHATEAUDOUBLE;Châteaudouble;83300;83038;6.45;43.5833
33685;83;AIGUINES;Aiguines;83630;83002;6.25;43.7667
33686;83;TOURTOUR;Tourtour;83690;83139;6.3;43.5833
33687;83;BRIGNOLES;Brignoles;83170;83023;6.06667;43.4
33688;83;SAINT-RAPHAEL;Saint-Raphaël;83700-83530;83118;6.76667;43.4167
33689;83;COLLOBRIERES;Collobrières;83610;83043;6.3;43.2333
33690;83;SAINTE-ANASTASIE-SUR-ISSOLE;Sainte-Anastasie-sur-Issole;83136;83111;6.13333;43.3333
33691;83;LA GARDE-FREINET;La Garde-Freinet;83680;83063;6.46667;43.3167
33692;83;LA CROIX-VALMER;La Croix-Valmer;83420;83048;6.56667;43.2
33693;83;ROCBARON;Rocbaron;83136;83106;6.08333;43.3
33694;83;LE LUC;Le Luc;83340;83073;6.31667;43.3833
33695;83;LA BASTIDE;La Bastide;83840;83013;6.61667;43.7333
33696;83;BRENON;Brenon;83840;83022;6.55;43.7667
33697;83;ARTIGNOSC-SUR-VERDON;Artignosc-sur-Verdon;83630;83005;6.1;43.7
33698;83;MONTFORT-SUR-ARGENS;Montfort-sur-Argens;83570;83083;6.11667;43.4667
33699;83;ARTIGUES;Artigues;83560;83006;5.8;43.6
33700;83;GONFARON;Gonfaron;83590;83067;6.28333;43.3167
33701;83;COTIGNAC;Cotignac;83570;83046;6.15;43.5333
33702;83;TOURVES;Tourves;83170;83140;5.93333;43.4
33703;83;SAINT-TROPEZ;Saint-Tropez;83990;83119;6.63333;43.2667
33704;83;PIERREFEU-DU-VAR;Pierrefeu-du-Var;83390;83091;6.13333;43.2167
33705;83;LE REVEST-LES-EAUX;Le Revest-les-Eaux;83200;83103;6.56667;43.3667
33706;83;LA FARLEDE;La Farlède;83210;83054;6.03333;43.1667
33707;83;SAINT-MANDRIER-SUR-MER;Saint-Mandrier-sur-Mer;83430;83153;5.93333;43.0667
33708;83;LE CASTELLET;Le Castellet;83330;83035;5.77667;43.2028
33709;83;BANDOL;Bandol;83150;83009;5.75;43.1333
33710;83;AMPUS;Ampus;83111;83003;6.38333;43.6
33711;83;LA SEYNE-SUR-MER;La Seyne-sur-Mer;83500;83126;5.88333;43.1
33712;83;LA ROQUE-ESCLAPON;La Roque-Esclapon;83840;83109;6.63333;43.7167
33713;83;VINON-SUR-VERDON;Vinon-sur-Verdon;83560;83150;5.8;43.7167
33714;83;BAGNOLS-EN-FORET;Bagnols-en-Forêt;83600;83008;6.7;43.5333
33715;83;LES MAYONS;Mayons;83340;83075;6.36667;43.3167
33716;83;TRIGANCE;Trigance;83840;83142;6.45;43.7667
33717;83;GINASSERVIS;Ginasservis;83560;83066;5.85;43.6667
33718;84;VILLES-SUR-AUZON;Villes-sur-Auzon;84570;84148;5.23333;44.05
33719;84;VISAN;Visan;84820;84150;4.96667;44.3
33720;84;RASTEAU;Rasteau;84110;84096;4.98333;44.2167
33721;84;SAINT-SATURNIN-LES-APT;Saint-Saturnin-lès-Apt;84490;84118;5.38389;43.9442
33722;84;BEDARRIDES;Bédarrides;84370;84016;4.9;44.0333
33723;84;BRANTES;Brantes;84390;84021;5.33333;44.1833
33724;84;OPPEDE;Oppède;84580;84086;5.18333;43.8333
33725;84;UCHAUX;Uchaux;84100;84135;4.8;44.2167
33726;84;SAIGNON;Saignon;84400;84105;5.43333;43.8667
33727;84;BEDOIN;Bédoin;84410;84017;5.16667;44.1167
33728;84;SAINT-MARTIN-DE-CASTILLON;Saint-Martin-de-Castillon;84750;84112;5.51667;43.8667
33729;84;CAROMB;Caromb;84330;84030;5.1;44.1167
33730;84;MALAUCENE;Malaucène;84340;84069;5.13333;44.1667
33731;84;GRILLON;Grillon;84600;84053;4.93333;44.4
33732;84;SAINT-PIERRE-DE-VASSOLS;Saint-Pierre-de-Vassols;84330;84115;5.15;44.1
33733;84;LIOUX;Lioux;84220;84066;5.31667;43.95
33734;84;CASTELLET;Castellet;84400;84033;5.48333;43.85
33735;84;CABRIERES-D'AIGUES;Cabrières-d'Aigues;84240;84024;5.5;43.7833
33736;84;MORMOIRON;Mormoiron;84570;84082;5.18333;44.0667
33737;84;VILLELAURE;Villelaure;84530;84147;5.43333;43.7167
33738;84;LE PONTET;Le Pontet;84130;84092;4.85;43.9667
33739;84;SAINT-TRINIT;Saint-Trinit;84390;84120;5.46667;44.1
33740;84;FAUCON;Faucon;84110;84045;5.15;44.2667
