nb;dept;COMMUNE;Commune;CP;Code_insee;longitude;latitude
8887;25;NAISEY-LES-GRANGES;Naisey-les-Granges;25360;25417;6.23695;47.212
8888;25;LONGECHAUX;Longechaux;25690;25342;6.43333;47.1667
8889;25;PIERREFONTAINE-LES-VARANS;Pierrefontaine-les-Varans;25510;25453;6.55;47.2167
8890;25;ETUPES;Étupes;25460;25228;6.86667;47.5
8891;25;GRAND'COMBE-DES-BOIS;Grand'Combe-des-Bois;25210;25286;6.8;47.1333
8892;25;ARC-SOUS-MONTENOT;Arc-sous-Montenot;25270;25026;6;46.9167
8893;25;SAINT-JULIEN-LES-MONTBELIARD;Saint-Julien-lès-Montbéliard;25550;25521;6.71667;47.5167
8894;25;FERRIERES-LES-BOIS;Ferrières-les-Bois;25410;25235;5.8;47.2
8895;25;FONTENELLE-MONTBY;Fontenelle-Montby;25340;25247;6.41667;47.45
8896;25;MONTLEBON;Montlebon;25500;25403;6.61667;47.0333
8897;25;RIGNEY;Rigney;25640;25490;6.18333;47.3833
8898;25;FOURCATIER-ET-MAISON-NEUVE;Fourcatier-et-Maison-Neuve;25370;25252;6.31778;46.7625
8899;25;CHAMPOUX;Champoux;25640;25117;6.13333;47.3333
8900;25;DOMMARTIN;Dommartin;25300;25201;6.31667;46.9167
8901;25;THUREY-LE-MONT;Thurey-le-Mont;25870;25563;6.11667;47.3667
8902;25;ADAM-LES-VERCEL;Adam-lès-Vercel;25530;25007;6.4;47.1667
8903;25;CHEVROZ;Chevroz;25870;25153;6;47.3333
8904;25;RENNES-SUR-LOUE;Rennes-sur-Loue;25440;25488;5.85;47.0167
8905;25;OSSE;Osse;25360;25437;6.21667;47.2667
8906;25;MONTFLOVIN;Montflovin;25650;25398;6.45;46.9833
8907;25;LA VEZE;La Vèze;25660;25611;6.06667;47.2167
8908;25;ECOT;Écot;25150;25214;6.73333;47.4333
8909;25;MONTBENOIT;Montbenoît;25650;25390;6.46667;46.9833
8910;25;GOUX-SOUS-LANDET;Goux-sous-Landet;25440;25283;5.93333;47.0833
8911;25;NANS-SOUS-SAINTE-ANNE;Nans-sous-Sainte-Anne;25330;25420;6;46.9833
8912;25;PESEUX;Péseux;25190;25449;6.67973;47.3164
8913;25;LABERGEMENT-DU-NAVOIS;Labergement-du-Navois;25270;25319;6.08333;46.9667
8914;25;MONDON;Mondon;25680;25384;6.31667;47.45
8915;25;AUTECHAUX-ROIDE;Autechaux-Roide;25150;25033;6.81667;47.3833
8916;25;BETHONCOURT;Bethoncourt;25200;25057;6.8;47.5333
8917;25;LE PUY;Le Puy;25640;25474;6.23333;47.35
8918;25;ETRAPPE;Étrappe;25250;25226;6.58333;47.4667
8919;25;VENISE;Venise;25870;25598;6.11667;47.35
8920;25;PUESSANS;Puessans;25680;25472;6.31667;47.4333
8921;25;TALLENAY;Tallenay;25870;25557;6.03333;47.3
8922;25;MONTIVERNAGE;Montivernage;25110;25401;6.43333;47.3167
8923;25;BULLE;Bulle;25560;25100;6.23333;46.9
8924;25;DANNEMARIE;Dannemarie;25310;25194;6.9;47.3833
8925;25;NOMMAY;Nommay;25600;25428;6.85;47.5333
8926;25;GOUX-LES-DAMBELIN;Goux-lès-Dambelin;25150;25281;6.66667;47.4
8927;25;BROGNARD;Brognard;25600;25097;6.86667;47.5333
8928;25;SAINT-ANTOINE;Saint-Antoine;25370;25514;6.33333;46.7833
8929;25;RAYNANS;Raynans;25550;25481;6.71667;47.5333
8930;25;GEVRESIN;Gevresin;25270;25270;6.05;46.9667
8931;25;ROUHE;Rouhe;25440;25507;5.96667;47.0833
8932;25;DAMBELIN;Dambelin;25150;25187;6.68333;47.3833
8933;25;LIEBVILLERS;Liebvillers;25190;25335;6.78333;47.3333
8934;25;FRASNE;Frasne;25560;25259;6.15973;46.8556
8935;25;CHAUCENNE;Chaucenne;25170;25136;5.9;47.2833
8936;25;ROGNON;Rognon;25680;25498;6.31667;47.4167
8937;25;CHAMPAGNEY;Champagney;25170;25115;5.90584;47.2559
8938;25;LES HOPITAUX-VIEUX;Hôpitaux-Vieux;25370;25308;6.36667;46.7833
8939;25;CHALEZE;Chalèze;25220;25111;6.08333;47.2667
8940;25;AIBRE;Aibre;25750;25008;6.7;47.55
8941;25;NOEL-CERNEUX;Noël-Cerneux;25500;25425;6.66667;47.1
8942;25;LAISSEY;Laissey;25820;25323;6.23333;47.3
8943;25;PASSONFONTAINE;Passonfontaine;25690;25447;6.41667;47.1
8944;25;ETRABONNE;Étrabonne;25170;25225;5.75;47.2333
8945;25;MONTFORT;Montfort;25440;25399;5.9;47.0667
8946;25;LES ALLIES;Alliés;25300;25012;6.45;46.95
8947;25;REMORAY-BOUJEONS;Remoray-Boujeons;25160;25486;6.23889;46.7675
8948;25;VALDAHON;Valdahon;25800;25578;6.34473;47.1498
8949;25;NARBIEF;Narbief;25210;25421;6.7;47.1333
8950;25;RANCENAY;Rancenay;25320;25477;5.95;47.1833
8951;25;LAIRE;Laire;25550;25322;6.73333;47.55
8952;25;CHAUX-LES-PASSAVANT;Chaux-lès-Passavant;25530;25141;6.36667;47.2333
8953;25;UZELLE;Uzelle;25340;25574;6.43333;47.4667
8954;25;NOIRONTE;Noironte;25170;25427;5.88333;47.2667
8955;25;ANTEUIL;Anteuil;25340;25018;6.56667;47.3833
8956;25;SAINT-JULIEN-LES-RUSSEY;Saint-Julien-lès-Russey;25210;25522;6.72445;47.2173
8957;25;EPENOUSE;Épenouse;25530;25218;6.4;47.2167
8958;25;VELESMES-ESSARTS;Velesmes-Essarts;25410;25594;5.86667;47.1833
8959;25;REUGNEY;Reugney;25330;25489;6.15;47.0167
8960;25;LAVANS-VUILLAFANS;Lavans-Vuillafans;25580;25331;6.25;47.0833
8961;25;BONNEVAUX;Bonnevaux;25560;25075;6.18333;46.8167
8962;25;EPENOY;Épenoy;25800;25219;6.36667;47.1333
8963;25;MONTENOIS;Montenois;25260;25394;6.66667;47.5
8964;25;LOMONT-SUR-CRETE;Lomont-sur-Crête;25110;25341;6.43333;47.3333
8965;25;PIERREFONTAINE-LES-BLAMONT;Pierrefontaine-lès-Blamont;25310;25452;6.83917;47.3756
8966;25;MAMIROLLE;Mamirolle;25620;25364;6.16667;47.2
8967;25;VYT-LES-BELVOIR;Vyt-lès-Belvoir;25430;25635;6.61667;47.35
8968;25;RONCHAUX;Ronchaux;25440;25500;5.9;47.05
8969;25;VIEILLEY;Vieilley;25870;25612;6.08333;47.3333
8970;25;COURTEFONTAINE;Courtefontaine;25470;25174;6.91667;47.3167
8971;25;THIEBOUHANS;Thiébouhans;25470;25559;6.85;47.2833
8972;25;GUILLON-LES-BAINS;Guillon-les-Bains;25110;25299;6.4;47.3167
8973;25;CORCONDRAY;Corcondray;25410;25164;5.83333;47.2333
8974;25;SOMBACOUR;Sombacour;25520;25549;6.26667;46.95
8975;25;CHARBONNIERES-LES-SAPINS;Charbonnières-les-Sapins;25620;25123;6.21667;47.15
8976;25;GENEY;Geney;25250;25266;6.56667;47.4833
8977;25;VANCLANS;Vanclans;25580;25585;6.36667;47.1
8978;25;DOMPREL;Domprel;25510;25203;6.46667;47.2
8979;25;PESSANS;Pessans;25440;25450;5.88333;47.0667
8980;25;SARAZ;Saraz;25330;25533;5.98333;47
8981;25;HAUTERIVE-LA-FRESSE;Hauterive-la-Fresse;25650;25303;6.45;46.9667
8982;25;MISEREY-SALINES;Miserey-Salines;25480;25381;5.96667;47.2833
8983;25;SANCEY-LE-GRAND;Sancey-le-Grand;25430;25529;6.58333;47.3
8984;25;BRAILLANS;Braillans;25640;25086;6.09182;47.3088
8985;25;JOUGNE;Jougne;25370;25318;6.4;46.7667
8986;25;NANCRAY;Nancray;25360;25418;6.18333;47.25
8987;25;ARCEY;Arcey;25750;25022;6.66667;47.5167
8988;25;BARTHERANS;Bartherans;25440;25044;5.93333;47.0333
8989;25;GRAND-CHARMONT;Grand-Charmont;25200;25284;6.83333;47.5333
8990;25;BY;By;25440;25104;5.9;47.0167
8991;25;VOUJEAUCOURT;Voujeaucourt;25420;25632;6.76667;47.4667
8992;25;FERRIERES-LE-LAC;Ferrières-le-Lac;25470;25234;6.9;47.2667
8993;25;VILLARS-SOUS-DAMPJOUX;Villars-sous-Dampjoux;25190;25617;6.76667;47.35
8994;25;POUILLEY-LES-VIGNES;Pouilley-les-Vignes;25115;25467;5.93333;47.25
8995;25;AISSEY;Aïssey;25360;25009;6.33333;47.2667
8996;25;GLAMONDANS;Glamondans;25360;25273;6.28333;47.2667
8997;25;SERRE-LES-SAPINS;Serre-les-Sapins;25770;25542;5.93333;47.25
8998;25;CHANTRANS;Chantrans;25330;25120;6.15;47.05
8999;25;LAVERNAY;Lavernay;25170;25332;5.81667;47.25
9000;25;BOUCLANS;Bouclans;25360;25078;6.25;47.2333
9001;25;LE GRATTERIS;Le Gratteris;25620;25297;6.13333;47.1833
9002;25;LA SOMMETTE;La Sommette;25510;25550;6.51667;47.1833
9003;25;DURNES;Durnes;25580;25208;6.23333;47.1
9004;25;LES TERRES-DE-CHAUX;Terres-de-Chaux;25190;25138;6.73778;47.3187
9005;25;BATTENANS-LES-MINES;Battenans-les-Mines;25640;25045;6.26667;47.4167
9006;25;CHALEZEULE;Chalezeule;25220;25112;6.08333;47.2667
9007;25;ALLENJOIE;Allenjoie;25490;25011;6.9;47.5333
9008;25;BIEF;Bief;25190;25061;6.76667;47.3333
9009;25;ROUGEMONT;Rougemont;25680;25505;6.35;47.4833
9010;25;ROSIERES-SUR-BARBECHE;Rosières-sur-Barbèche;25190;25503;6.66667;47.3167
9011;25;CHATILLON-GUYOTTE;Châtillon-Guyotte;25640;25132;6.16667;47.3333
9012;25;HYEMONDANS;Hyémondans;25250;25311;6.65;47.3833
9013;25;ROULANS;Roulans;25640;25508;6.23333;47.3167
9014;25;SOULCE-CERNAY;Soulce-Cernay;25190;25551;6.85;47.3167
9015;25;VALENTIGNEY;Valentigney;25700;25580;6.83333;47.4667
9016;25;ARGUEL;Arguel;25720;25027;6;47.2
9017;25;AMAGNEY;Amagney;25220;25014;6.15;47.3
9018;25;TREPOT;Trépot;25620;25569;6.15;47.1667
9019;25;VELLEROT-LES-VERCEL;Vellerot-lès-Vercel;25530;25596;6.45;47.25
9020;25;GENEUILLE;Geneuille;25870;25265;5.96667;47.3167
9021;25;EYSSON;Eysson;25530;25231;6.43333;47.2
9022;25;ROCHE-LEZ-BEAUPRE;Roche-lez-Beaupré;25220;25495;6.11417;47.2762
9023;25;RECOLOGNE;Recologne;25170;25482;5.83333;47.2667
9024;25;LA BOSSE;La Bosse;25210;25077;6.65;47.1333
9025;25;FRANEY;Franey;25170;25257;5.81667;47.2667
9026;25;RECULFOZ;Reculfoz;25240;25483;6.16667;46.6917
9027;25;GUYANS-VENNES;Guyans-Vennes;25390;25301;6.56667;47.15
9028;25;GLERE;Glère;25190;25275;7;47.35
9029;25;NOIREFONTAINE;Noirefontaine;25190;25426;6.76667;47.35
9030;25;MESMAY;Mesmay;25440;25379;5.85;47.0667
9031;25;VUILLECIN;Vuillecin;25300;25634;6.31667;46.9333
9032;25;BUSY;Busy;25320;25103;5.95;47.1667
9033;25;LE RUSSEY;Le Russey;25210;25512;6.73333;47.1667
9034;25;VAIRE-LE-PETIT;Vaire-le-Petit;25220;25576;6.15;47.2833
9035;25;GERMEFONTAINE;Germéfontaine;25510;25268;6.46667;47.2167
9036;25;ROSUREUX;Rosureux;25380;25504;6.68333;47.2167
9037;25;ORGEANS-BLANCHEFONTAINE;Orgeans-Blanchefontaine;25120;25433;6.74362;47.2634
9038;25;BRETIGNEY;Bretigney;25250;25093;6.63333;47.4833
9039;25;GOUHELANS;Gouhelans;25680;25279;6.35;47.45
9040;25;GILLEY;Gilley;25650;25271;6.48333;47.05
9041;25;L'ISLE-SUR-LE-DOUBS;L'Isle-sur-le-Doubs;25250;25315;6.58333;47.45
9042;25;FOURG;Fourg;25440;25253;5.81667;47.1
9043;25;CHENECEY-BUILLON;Chenecey-Buillon;25440;25149;5.96667;47.1333
9044;25;COUR-SAINT-MAURICE;Cour-Saint-Maurice;25380;25173;6.7;47.25
9045;25;ABBEVILLERS;Abbévillers;25310;25004;6.91667;47.4333
9046;25;MONT-DE-VOUGNEY;Mont-de-Vougney;25120;25392;6.71667;47.2333
9047;25;ECURCEY;Écurcey;25150;25216;6.81667;47.4
9048;25;HERIMONCOURT;Hérimoncourt;25310;25304;6.88333;47.4333
9049;25;MALBRANS;Malbrans;25620;25360;6.08333;47.1167
9050;25;RENEDALE;Renédale;25520;25487;6.27751;47.0178
9051;25;BOUVERANS;Bouverans;25560;25085;6.2;46.85
9052;25;MEDIERE;Médière;25250;25372;6.6;47.45
9053;25;HUANNE-MONTMARTIN;Huanne-Montmartin;25680;25310;6.35;47.4333
9054;25;GRAND'COMBE-CHATELEU;Grand'Combe-Châteleu;25570;25285;6.57001;47.0262
9055;25;COURTETAIN-ET-SALANS;Courtetain-et-Salans;25530;25175;6.41667;47.25
9056;25;MONTMAHOUX;Montmahoux;25270;25404;6.03333;46.9833
9057;25;COURVIERES;Courvières;25560;25176;6.11667;46.8667
9058;25;BOURGUIGNON;Bourguignon;25150;25082;6.78333;47.4167
9059;25;LES HOPITAUX-NEUFS;Hôpitaux-Neufs;25370;25307;6.38333;46.7833
9060;25;EMAGNY;Émagny;25170;25217;5.86667;47.3167
9061;25;SAINTE-SUZANNE;Sainte-Suzanne;25630;25526;6.76667;47.5
9062;25;MONT-DE-LAVAL;Mont-de-Laval;25210;25391;6.63333;47.1667
9063;25;GROSBOIS;Grosbois;25110;25298;6.3;47.35
9064;25;ABBENANS;Abbenans;25340;25003;6.45;47.5
9065;25;SAINT-VIT;Saint-Vit;25410;25527;5.81667;47.1833
9066;25;THULAY;Thulay;25310;25562;6.86667;47.4167
9067;25;CHATELBLANC;Châtelblanc;25240;25131;6.11667;46.675
9068;25;MALANS;Malans;25330;25359;6.03084;47.0478
9069;25;CHATILLON-LE-DUC;Châtillon-le-Duc;25870;25133;6.01667;47.3
9070;25;CHAMPLIVE;Champlive;25360;25116;6.25;47.2833
9071;25;ROUTELLE;Routelle;25410;25509;5.85;47.1667
9072;25;DUNG;Dung;25550;25207;6.75;47.5
9073;25;VENNES;Vennes;25390;25600;6.54723;47.1528
9074;25;BEURE;Beure;25720;25058;6;47.2
9075;25;FONTAINE-LES-CLERVAL;Fontaine-lès-Clerval;25340;25246;6.4714;47.4253
9076;25;CONSOLATION-MAISONNETTES;Consolation-Maisonnettes;25390;25161;6.6;47.15
9077;25;BLUSSANS;Blussans;25250;25067;6.6;47.4333
9078;25;LA TOUR-DE-SCAY;La Tour-de-Sçay;25640;25566;6.23333;47.3833
9079;25;JALLERANGE;Jallerange;25170;25317;5.71667;47.25
9080;25;VERRIERES-DE-JOUX;Verrières-de-Joux;25300;25609;6.44917;46.8967
9081;25;DAMPJOUX;Dampjoux;25190;25192;6.76667;47.35
9082;25;LODS;Lods;25930;25339;6.25;47.05
9083;25;BART;Bart;25420;25043;6.76667;47.4833
9084;25;ARCON;Arçon;25300;25024;6.38333;46.95
9085;25;FLAGEY-RIGNEY;Flagey-Rigney;25640;25242;6.23333;47.4167
9086;25;PONTARLIER;Pontarlier;25300;25462;6.36667;46.9
9087;25;ETOUVANS;Étouvans;25260;25224;6.71667;47.4667
9088;25;SELONCOURT;Seloncourt;25230;25539;6.86667;47.4667
9089;25;BRANNE;Branne;25340;25087;6.46667;47.3833
9090;25;HOUTAUD;Houtaud;25300;25309;6.31667;46.9167
9091;25;SEMONDANS;Semondans;25750;25540;6.7;47.55
9092;25;BOUJAILLES;Boujailles;25560;25079;6.08333;46.8833
9093;25;MANDEURE;Mandeure;25350;25367;6.8;47.45
9094;25;GONDENANS-MONTBY;Gondenans-Montby;25340;25276;6.45;47.4333
9095;25;TOUILLON-ET-LOUTELET;Touillon-et-Loutelet;25370;25565;6.35;46.7833
9096;25;VILLENEUVE-D'AMONT;Villeneuve-d'Amont;25270;25621;6.03333;46.9333
9097;25;FLANGEBOUCHE;Flangebouche;25690;25243;6.46667;47.1333
9098;25;MAGNY-CHATELARD;Magny-Châtelard;25360;25355;6.32139;47.2273
9099;25;FOURNET-BLANCHEROCHE;Fournet-Blancheroche;25140;25255;6.83333;47.1667
9100;25;NANS;Nans;25680;25419;6.41667;47.4833
9101;25;DOMPIERRE-LES-TILLEULS;Dompierre-les-Tilleuls;25560;25202;6.18333;46.8667
9102;25;LA RIVIERE-DRUGEON;La Rivière-Drugeon;25560;25493;6.21667;46.8667
9103;25;ABBANS-DESSUS;Abbans-Dessus;25440;25002;5.88333;47.1167
9104;25;DAMPIERRE-SUR-LE-DOUBS;Dampierre-sur-le-Doubs;25420;25191;6.73333;47.4667
9105;25;CHAUDEFONTAINE;Chaudefontaine;25640;25137;6.16667;47.3333
9106;25;ROCHES-LES-BLAMONT;Roches-lès-Blamont;25310;25497;6.85;47.4167
9107;25;VOILLANS;Voillans;25110;25629;6.41667;47.3833
9108;25;RANG;Rang;25250;25479;6.56667;47.4333
9109;25;CHAPELLE-DES-BOIS;Chapelle-des-Bois;25240;25121;6.11667;46.6
9110;25;CUSANCE;Cusance;25110;25183;6.41667;47.3167
9111;25;CHAFFOIS;Chaffois;25300;25110;6.26667;46.9167
9112;25;AVOUDREY;Avoudrey;25690;25039;6.43333;47.1333
9113;25;MESLIERES;Meslières;25310;25378;6.88333;47.4167
9114;25;MONTUSSAINT;Montussaint;25680;25408;6.3;47.4333
9115;25;MANCENANS;Mancenans;25250;25365;6.53333;47.45
9116;25;COTEBRUNE;Côtebrune;25360;25166;6.31667;47.25
9117;25;SOYE;Soye;25250;25553;6.5;47.45
9118;25;PALISE;Palise;25870;25444;6.08333;47.3667
9119;25;VERNE;Verne;25110;25604;6.35;47.4
9120;25;SOLEMONT;Solemont;25190;25548;6.7;47.35
9121;25;BAUME-LES-DAMES;Baume-les-Dames;25110;25047;6.36667;47.35
9122;25;BIANS-LES-USIERS;Bians-les-Usiers;25520;25060;6.26667;46.9667
9123;25;POULIGNEY-LUSANS;Pouligney-Lusans;25640;25468;6.2;47.3333
9124;25;AMATHAY-VESIGNEUX;Amathay-Vésigneux;25330;25016;6.2;47.0167
9125;25;ESNANS;Esnans;25110;25221;6.31667;47.3333
9126;25;AVANNE-AVENEY;Avanne-Aveney;25720;25036;5.96417;47.2023
9127;25;ETALANS;Étalans;25580;25222;6.26667;47.15
9128;25;SAINTE-COLOMBE;Sainte-Colombe;25300;25515;6.26667;46.8833
9129;25;VENNANS;Vennans;25640;25599;6.23333;47.3333
9130;25;BONNEVAUX-LE-PRIEURE;Bonnevaux-le-Prieuré;25620;25076;6.16667;47.1333
9131;25;CLERON;Cléron;25330;25155;6.06667;47.0833
9132;25;VAUX-LES-PRES;Vaux-les-Prés;25770;25593;5.88333;47.2333
9133;25;PALANTINE;Palantine;25440;25443;5.95;47.0833
9134;25;ARBOUANS;Arbouans;25400;25020;6.81667;47.4833
9135;25;LOMBARD;Lombard;25440;25340;5.85362;47.0773
9136;25;NEUCHATEL-URTIERE;Neuchâtel-Urtière;25150;25422;6.73333;47.3667
9137;25;ORNANS;Ornans;25290;25434;6.15;47.1
9138;25;COLOMBIER-FONTAINE;Colombier-Fontaine;25260;25159;6.7;47.45
9139;25;MEREY-SOUS-MONTROND;Mérey-sous-Montrond;25660;25375;6.06667;47.15
9140;25;RILLANS;Rillans;25110;25492;6.36667;47.4167
9141;25;CUSSEY-SUR-L'OGNON;Cussey-sur-l'Ognon;25870;25186;5.93333;47.3333
9142;25;BELVOIR;Belvoir;25430;25053;6.6;47.3167
9143;25;SAINT-HIPPOLYTE;Saint-Hippolyte;25190;25519;6.81667;47.3167
9144;25;MONTBELIARD;Montbéliard;25200;25388;6.8;47.5167
9145;25;MONTGESOYE;Montgesoye;25111;25400;6.2;47.0833
9146;25;LA CLUSE-ET-MIJOUX;La Cluse-et-Mijoux;25300;25157;6.38333;46.8833
9147;25;LA LONGEVILLE;La Longeville;25650;25347;6.46667;47
9148;25;CHATEAUVIEUX-LES-FOSSES;Châteauvieux-les-Fossés;25840;25130;6.20195;47.0642
9149;25;AUXON-DESSUS;Auxon-Dessus;25870;25035;5.96667;47.3
9150;25;VAUDRIVILLERS;Vaudrivillers;25360;25590;6.43333;47.2833
9151;25;CUSE-ET-ADRISANS;Cuse-et-Adrisans;25680;25184;6.4;47.4833
9152;25;VANDONCOURT;Vandoncourt;25230;25586;6.9;47.4667
9153;25;SILLEY-AMANCEY;Silley-Amancey;25330;25545;6.13333;47.0333
9154;25;LAVANS-QUINGEY;Lavans-Quingey;25440;25330;5.88333;47.0833
9155;25;VAUCLUSOTTE;Vauclusotte;25380;25589;6.73333;47.2833
9156;25;BRETIGNEY-NOTRE-DAME;Bretigney-Notre-Dame;25110;25094;6.3;47.3167
9157;25;ECOLE-VALENTIN;École-Valentin;25480;25212;5.98473;47.2723
9158;25;CHAMPVANS-LES-MOULINS;Champvans-les-Moulins;25170;25119;5.91667;47.25
9159;25;PETITE-CHAUX;Petite-Chaux;25240;25451;6.13333;46.7
9160;25;BADEVEL;Badevel;25490;25040;6.93333;47.5
9161;25;FESSEVILLERS;Fessevillers;25470;25238;6.91667;47.2833
9162;25;FLAGEY;Flagey;25330;25241;6.11667;47.0333
9163;25;MAICHE;Maîche;25120;25356;6.8;47.25
9164;25;LE CROUZET;Le Crouzet;25240;25179;6.13333;46.7
9165;25;AUDINCOURT;Audincourt;25400;25031;6.83333;47.4833
9166;25;CHEVIGNEY-SUR-L'OGNON;Chevigney-sur-l'Ognon;25170;25150;5.83333;47.3
9167;25;DESANDANS;Désandans;25750;25198;6.66667;47.5333
9168;25;CUBRIAL;Cubrial;25680;25181;6.41667;47.5
9169;25;LA CHEVILLOTTE;La Chevillotte;25620;25152;6.16639;47.22
9170;25;MATHAY;Mathay;25700;25370;6.78333;47.4333
9171;25;DEVECEY;Devecey;25870;25200;6.01667;47.3333
9172;25;BONNETAGE;Bonnétage;25210;25074;6.7;47.2
9173;25;LES FONTENELLES;Fontenelles;25210;25248;6.75;47.2
9174;25;LAVIRON;Laviron;25510;25333;6.55;47.25
9175;25;SARRAGEOIS;Sarrageois;25240;25534;6.21639;46.7253
9176;25;CROUZET-MIGETTE;Crouzet-Migette;25270;25180;6.01667;46.95
9177;25;SAINT-MAURICE-COLOMBIER;Saint-Maurice-Colombier;25260;25524;6.64473;47.442
9178;25;PLACEY;Placey;25170;25455;5.85;47.2667
9179;25;LUXIOL;Luxiol;25110;25354;6.35;47.3833
9180;25;CADEMENE;Cademène;25290;25106;6.03333;47.1
9181;25;LA BRETENIERE;La Bretenière;25640;25092;6.26667;47.3833
9182;25;MARVELISE;Marvelise;25250;25369;6.6;47.5167
9183;25;ADAM-LES-PASSAVANT;Adam-lès-Passavant;25360;25006;6.36667;47.3
9184;25;VAUCHAMPS;Vauchamps;25360;25587;6.25;47.2667
9185;25;CHARMAUVILLERS;Charmauvillers;25470;25124;6.91667;47.2333
9186;25;VELLEROT-LES-BELVOIR;Vellerot-lès-Belvoir;25430;25595;6.6;47.35
9187;25;MALPAS;Malpas;25160;25362;6.28333;46.8333
9188;25;FAIMBE;Faimbe;25250;25232;6.61667;47.4833
9189;25;VILLERS-SAINT-MARTIN;Villers-Saint-Martin;25110;25626;6.41667;47.35
9190;25;GLAY;Glay;25310;25274;6.88333;47.4
9191;25;VAL-DE-ROULANS;Val-de-Roulans;25640;25579;6.26667;47.3667
9192;25;SAINT-HILAIRE;Saint-Hilaire;25640;25518;6.25;47.3333
9193;25;GOUMOIS;Goumois;25470;25280;6.95;47.2667
9194;25;LANTHENANS;Lanthenans;25250;25327;6.63333;47.4
9195;25;AUXON-DESSOUS;Auxon-Dessous;25870;25034;5.95;47.3
9196;25;VILLARS-SOUS-ECOT;Villars-sous-Écot;25150;25618;6.7;47.4167
9197;25;ORSANS;Orsans;25530;25435;6.38333;47.25
9198;25;CLERVAL;Clerval;25340;25156;6.5;47.4
9199;25;GONSANS;Gonsans;25360;25278;6.3;47.2333
9200;25;TAILLECOURT;Taillecourt;25400;25555;6.85;47.5
9201;25;CROSEY-LE-GRAND;Crosey-le-Grand;25340;25177;6.53333;47.35
9202;25;LONGEMAISON;Longemaison;25690;25343;6.46667;47.0833
9203;25;LANTENNE-VERTIERE;Lantenne-Vertière;25170;25326;5.78333;47.2333
9204;25;CHASNANS;Chasnans;25580;25128;6.31667;47.0833
9205;25;BEUTAL;Beutal;25250;25059;6.65;47.4667
9206;25;RAHON;Rahon;25430;25476;6.58333;47.3167
9207;25;SAINT-POINT-LAC;Saint-Point-Lac;25160;25525;6.3;46.8167
9208;25;SAINTE-MARIE;Sainte-Marie;25113;25523;6.7;47.5
9209;25;POMPIERRE-SUR-DOUBS;Pompierre-sur-Doubs;25340;25461;6.51667;47.4167
9210;25;VALONNE;Valonne;25190;25583;6.66667;47.35
9211;25;MONTAGNEY-SERVIGNEY;Montagney-Servigney;25680;25385;6.3064;47.4812
9212;25;VERNOIS-LES-BELVOIR;Vernois-lès-Belvoir;25430;25607;6.65;47.3167
9213;25;VAUX-ET-CHANTEGRUE;Vaux-et-Chantegrue;25160;25592;6.25;46.8
9214;25;MONTROND-LE-CHATEAU;Montrond-le-Château;25660;25406;6.05;47.1333
9215;25;ECHENANS;Échenans;25550;25210;6.69528;47.5262
9216;25;HYEVRE-MAGNY;Hyèvre-Magny;25110;25312;6.43333;47.3667
9217;25;BONNAL;Bonnal;25680;25072;6.35;47.5
9218;25;METABIEF;Métabief;25370;25380;6.35;46.7833
9219;25;GUYANS-DURNES;Guyans-Durnes;25580;25300;6.25;47.1167
9220;25;LEVIER;Levier;25270;25334;6.13333;46.95
9221;25;CHEVIGNEY-LES-VERCEL;Chevigney-lès-Vercel;25530;25151;6.37167;47.1637
9222;25;LE MEMONT;Le Mémont;25210;25373;6.68167;47.1562
9223;25;BLARIANS;Blarians;25640;25065;6.18333;47.4167
9224;25;ROCHEJEAN;Rochejean;25370;25494;6.3;46.75
9225;25;TALLANS;Tallans;25680;25556;6.28333;47.4167
9226;25;FRAMBOUHANS;Frambouhans;25140;25256;6.76667;47.2167
9227;25;OSSELLE;Osselle;25320;25438;5.85;47.1333
9228;25;BERCHE;Berche;25420;25054;6.75;47.4667
9229;25;FRANOIS;Franois;25770;25258;5.93333;47.2333
9230;25;VIEUX-CHARMONT;Vieux-Charmont;25600;25614;6.83333;47.5167
9231;25;VILLERS-CHIEF;Villers-Chief;25530;25623;6.45;47.2333
9232;25;VAIRE-ARCIER;Vaire-Arcier;25220;25575;6.15251;47.2831
9233;25;BELMONT;Belmont;25530;25052;6.36639;47.2209
9234;25;RUREY;Rurey;25290;25511;6.01667;47.1
9235;25;SURMONT;Surmont;25380;25554;6.61667;47.2833
9236;25;LA CHENALOTTE;La Chenalotte;25500;25148;6.68333;47.1167
9237;25;PONT-LES-MOULINS;Pont-les-Moulins;25110;25465;6.36667;47.3167
9238;25;VILLERS-BUZON;Villers-Buzon;25170;25622;5.85;47.2333
9239;25;HYEVRE-PAROISSE;Hyèvre-Paroisse;25110;25313;6.43333;47.3667
9240;25;SCEY-MAISIERES;Scey-Maisières;25290;25537;6.07556;47.1006
9241;25;VAUFREY;Vaufrey;25190;25591;6.91667;47.35
9242;25;BURGILLE;Burgille;25170;25101;5.78333;47.2667
9243;25;ACCOLANS;Accolans;25250;25005;6.53333;47.5
9244;25;MALBUISSON;Malbuisson;25160;25361;6.3;46.8
9245;25;CHARQUEMONT;Charquemont;25140;25127;6.81667;47.2167
9246;25;MONTJOIE-LE-CHATEAU;Montjoie-le-Château;25190;25402;6.9;47.35
9247;25;ATHOSE;Athose;25580;25028;6.31667;47.0833
